display_name,authority,authority_id,rank,kingdom,subkingdom,infrakingdom,superphylum,phylum,subphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,species,subspecies,variety,form,processing_timestamp,match_status
Pseudatomoscelis,ITIS,106775,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Cimicomorpha,Miroidea,Miridae,Phylinae,Phylini,NA,Pseudatomoscelis,NA,NA,NA,NA,NA,2025-11-16T23:29:58Z,success
Pseudopsallus,ITIS,106160,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Cimicomorpha,Miroidea,Miridae,Orthotylinae,Orthotylini,NA,Pseudopsallus,NA,NA,NA,NA,NA,2025-11-16T23:29:57Z,success
Pseudoscorpiones,ITIS,690741,Order,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Pseudoscorpiones,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:29:57Z,success
Psilochorus,ITIS,849232,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Pholcidae,NA,NA,NA,Psilochorus,NA,NA,NA,NA,NA,2025-11-16T23:29:59Z,success
Psocodea,ITIS,998435,Order,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Psocodea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:32:48Z,success
Psychoda,ITIS,125468,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Psychodomorpha,NA,Psychodidae,Psychodinae,NA,NA,Psychoda,NA,NA,NA,NA,NA,2025-11-16T23:29:59Z,success
Psychodidae,ITIS,125351,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Psychodomorpha,NA,Psychodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:00Z,success
Psyllidae,ITIS,109187,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Sternorrhyncha,NA,Psylloidea,Psyllidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:02Z,success
Psylliodes,ITIS,719738,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,Galerucinae,Alticini,NA,Psylliodes,NA,NA,NA,NA,NA,2025-11-16T23:30:01Z,success
Pteromalidae,ITIS,153974,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Terebrantes,Chalcidoidea,Pteromalidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:03Z,success
Pterostichus,ITIS,110453,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Adephaga,NA,NA,Carabidae,Harpalinae,Pterostichini,NA,Pterostichus,NA,NA,NA,NA,NA,2025-11-16T23:30:02Z,success
Ptiliidae,ITIS,113805,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Ptiliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:05Z,success
Ptilinus,ITIS,696375,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Bostrichiformia,Bostrichoidea,Ptinidae,Ptilininae,NA,NA,Ptilinus,NA,NA,NA,NA,NA,2025-11-16T23:24:06Z,success
Ptinidae,ITIS,114472,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Bostrichiformia,Bostrichoidea,Ptinidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:06Z,success
Ptomaphagus,ITIS,933516,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Leiodidae,Cholevinae,Ptomaphagini,NA,Ptomaphagus,NA,NA,NA,NA,NA,2025-11-16T23:30:06Z,success
Ptomaphagus (Adelops),GBIF,4726814,Genus,incertae sedis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adelops,NA,NA,NA,NA,NA,2025-11-16T23:30:07Z,success
Pyralidae,ITIS,117641,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Lepidoptera,NA,NA,Pyraloidea,Pyralidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:09Z,success
Pyramica,ITIS,574138,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Myrmicinae,Dacetonini,NA,Pyramica,NA,NA,NA,NA,NA,2025-11-16T23:30:08Z,success
Pyramica membranifera,ITIS,581663,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Myrmicinae,Dacetonini,NA,Pyramica,NA,Pyramica membranifera,NA,NA,NA,2025-11-16T23:30:10Z,success
Pyrgotidae,ITIS,142577,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Pyrgotidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:10Z,success
Ranoidea,ITIS,1094740,Genus,Animalia,Bilateria,Deuterostomia,NA,Chordata,Vertebrata,Tetrapoda,Amphibia,NA,NA,NA,Anura,NA,NA,NA,Pelodryadidae,NA,NA,NA,Ranoidea,NA,NA,NA,NA,NA,2025-11-16T23:32:41Z,success
Reduviidae,ITIS,107202,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Cimicomorpha,Reduvoidea,Reduviidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:11Z,success
Rhaphidophoridae,GBIF,8223,Family,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Orthoptera,NA,NA,NA,Rhaphidophoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:33:52Z,success
Rhaphidophorinae,ITIS,657521,Subfamily,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Polyneoptera,Orthoptera,Ensifera,Tettigoniidea,Stenopelmatoidea,Rhaphidophoridae,Rhaphidophorinae,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:12Z,success
Rhinacloa,ITIS,106803,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Cimicomorpha,Miroidea,Miridae,Phylinae,Phylini,NA,Rhinacloa,NA,NA,NA,NA,NA,2025-11-16T23:30:12Z,success
Rhopalidae,ITIS,108477,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Pentatomomorpha,Coreoidea,Rhopalidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:13Z,success
Rhyparochromidae,ITIS,676868,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Rhyparochromidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:33:14Z,success
Rualena,ITIS,872960,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Agelenidae,NA,NA,NA,Rualena,NA,NA,NA,NA,NA,2025-11-16T23:32:11Z,success
Saldidae,ITIS,104063,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Leptopodomorpha,Saldoidea,Saldidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:14Z,success
Salticidae,ITIS,871537,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Salticidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:15Z,success
Sapintus,ITIS,685118,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Anthicidae,Anthicinae,NA,NA,Sapintus,NA,NA,NA,NA,NA,2025-11-16T23:30:16Z,success
Saprinus,ITIS,188434,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Staphyliniformia,Histeroidea,Histeridae,Saprininae,NA,NA,Saprinus,NA,NA,NA,NA,NA,2025-11-16T23:30:16Z,success
Sarcophagidae,ITIS,151815,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Sarcophagidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:17Z,success
Scaphiella,ITIS,849300,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Oonopidae,NA,NA,NA,Scaphiella,NA,NA,NA,NA,NA,2025-11-16T23:30:18Z,success
Scaphoideus,GBIF,2031211,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Hemiptera,NA,NA,NA,Cicadellidae,NA,NA,NA,Scaphoideus,NA,NA,NA,NA,NA,2025-11-16T23:30:19Z,success
Scaphytopius,ITIS,200129,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Auchenorrhyncha,Cicadomorpha,Membracoidea,Cicadellidae,NA,NA,NA,Scaphytopius,NA,NA,NA,NA,NA,2025-11-16T23:32:22Z,success
Scarabaeidae,ITIS,114493,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Scarabeiformia,Scarabaeoidea,Scarabaeidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:20Z,success
Scarites,ITIS,109602,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Adephaga,NA,NA,Carabidae,Scaritinae,Scaritini,NA,Scarites,NA,NA,NA,NA,NA,2025-11-16T23:30:20Z,success
Scarites subterraneus,ITIS,109608,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Adephaga,NA,NA,Carabidae,Scaritinae,Scaritini,NA,Scarites,Scarites (Scarites),Scarites subterraneus,NA,NA,NA,2025-11-16T23:33:24Z,success
Scathophagidae,ITIS,678096,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Scathophagidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:32:15Z,success
Scatopsidae,ITIS,125618,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Psychodomorpha,NA,Scatopsidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:21Z,success
Scelionidae,ITIS,154068,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Terebrantes,Platygastroidea,Scelionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:22Z,success
Sceliphron caementarium,ITIS,769860,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Apoidea,Sphecidae,Sceliphrinae,Sceliphrini,NA,Sceliphron,NA,Sceliphron caementarium,NA,NA,NA,2025-11-16T23:30:22Z,success
Scenopinus,ITIS,132143,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Scenopinidae,NA,NA,NA,Scenopinus,NA,NA,NA,NA,NA,2025-11-16T23:32:37Z,success
Schizocosa,ITIS,849307,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Lycosidae,NA,NA,NA,Schizocosa,NA,NA,NA,NA,NA,2025-11-16T23:30:23Z,success
Sciaridae,ITIS,122702,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Bibionomorpha,NA,Sciaridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:24Z,success
Sciopithes,ITIS,188065,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Curculionidae,NA,NA,NA,Sciopithes,NA,NA,NA,NA,NA,2025-11-16T23:30:26Z,success
Scirtidae,ITIS,113924,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Scirtiformia,Scirtoidea,Scirtidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:27Z,success
Sclerogibbidae,ITIS,154170,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Chrysidoidea,Sclerogibbidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:27Z,success
Scoliidae,ITIS,154189,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Scoliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:28Z,success
Scolopendridae,ITIS,913862,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Myriapoda,NA,Chilopoda,Pleurostigmophora,NA,NA,Scolopendromorpha,NA,NA,NA,Scolopendridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:29Z,success
Scolopendromorpha,ITIS,913857,Order,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Myriapoda,NA,Chilopoda,Pleurostigmophora,NA,NA,Scolopendromorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:32:52Z,success
Scolytinae,ITIS,678830,Subfamily,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Curculionidae,Scolytinae,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:29Z,success
Scopaeus,GBIF,4404665,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Coleoptera,NA,NA,NA,Staphylinidae,NA,NA,NA,Scopaeus,NA,NA,NA,NA,NA,2025-11-16T23:30:31Z,success
Scopoides,ITIS,872990,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Gnaphosidae,NA,NA,NA,Scopoides,NA,NA,NA,NA,NA,2025-11-16T23:30:30Z,success
Scorpiones,ITIS,82713,Order,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Scorpiones,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:32Z,success
Scutigeridae,ITIS,913657,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Myriapoda,NA,Chilopoda,Notostigmophora,NA,NA,Scutigeromorpha,NA,NA,NA,Scutigeridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:35Z,success
Scydmaenidae,ITIS,113823,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Scydmaenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:36Z,success
Scymnus,ITIS,187044,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Coccinellidae,Coccinellinae,Scymnini,NA,Scymnus,NA,NA,NA,NA,NA,2025-11-16T23:30:37Z,success
Scytodes,ITIS,849322,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Scytodidae,NA,NA,NA,Scytodes,NA,NA,NA,NA,NA,2025-11-16T23:30:38Z,success
Scytodidae,ITIS,847754,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Scytodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:37Z,success
Selenophorus,ITIS,111314,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Adephaga,NA,NA,Carabidae,Harpalinae,Harpalini,NA,Selenophorus,NA,NA,NA,NA,NA,2025-11-16T23:30:39Z,success
Semium,ITIS,106814,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Cimicomorpha,Miroidea,Miridae,Phylinae,Phylini,NA,Semium,NA,NA,NA,NA,NA,2025-11-16T23:32:36Z,success
Sericoderus,ITIS,186943,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Corylophidae,Corylophinae,Sericoderini,NA,Sericoderus,NA,NA,NA,NA,NA,2025-11-16T23:32:02Z,success
Sicariidae,ITIS,847756,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Sicariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:33:42Z,success
Silvanidae,ITIS,678354,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Cucujoidea,Silvanidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:39Z,success
Simuliidae,ITIS,126640,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Culicomorpha,NA,Simuliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:40Z,success
Sinea,ITIS,107354,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Cimicomorpha,Reduvoidea,Reduviidae,Harpactorinae,Harpactorini,NA,Sinea,NA,NA,NA,NA,NA,2025-11-16T23:30:41Z,success
Siphonaptera,ITIS,44848,Genus,Protozoa,NA,NA,NA,Protozoa,Sarcodina,Rhizopoda,Granuloreticulosea,NA,NA,NA,Foraminiferida,Miliolina,NA,Miliolacea,Miliolidae,Quinqueloculininae,NA,NA,Siphonaptera,NA,NA,NA,NA,NA,2025-11-16T23:30:41Z,success
Sitticus,ITIS,873040,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Salticidae,NA,NA,NA,Sitticus,NA,NA,NA,NA,NA,2025-11-16T23:32:03Z,success
Smicraulax,ITIS,617040,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Curculionidae,NA,NA,NA,Smicraulax,NA,NA,NA,NA,NA,2025-11-16T23:30:43Z,success
Smicronyx,ITIS,617041,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Curculionidae,NA,NA,NA,Smicronyx,NA,NA,NA,NA,NA,2025-11-16T23:30:44Z,success
Sminthuridae,ITIS,100258,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Collembola,NA,NA,NA,Symphypleona,NA,NA,Sminthuroidea,Sminthuridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:44Z,success
Solenopsis,ITIS,154237,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Myrmicinae,Solenopsidini,NA,Solenopsis,NA,NA,NA,NA,NA,2025-11-16T23:30:45Z,success
Solenopsis amblychila,ITIS,581844,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Myrmicinae,Solenopsidini,NA,Solenopsis,NA,Solenopsis amblychila,NA,NA,NA,2025-11-16T23:24:02Z,success
Solenopsis aurea,ITIS,581848,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Myrmicinae,Solenopsidini,NA,Solenopsis,NA,Solenopsis aurea,NA,NA,NA,2025-11-16T23:24:39Z,success
Solenopsis xyloni,ITIS,154242,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Myrmicinae,Solenopsidini,NA,Solenopsis,NA,Solenopsis xyloni,NA,NA,NA,2025-11-16T23:31:52Z,success
Solifugae,ITIS,690742,Order,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Solifugae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:33:03Z,success
Sonoma,ITIS,690840,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Staphylinidae,Pselaphinae,NA,NA,Sonoma,NA,NA,NA,NA,NA,2025-11-16T23:30:46Z,success
Spanagonicus,ITIS,106817,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Cimicomorpha,Miroidea,Miridae,Phylinae,Phylini,NA,Spanagonicus,NA,NA,NA,NA,NA,2025-11-16T23:30:48Z,success
Sparassidae,ITIS,871540,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Sparassidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:33:08Z,success
Sphaeroceridae,ITIS,145784,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Sphaeroceridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:49Z,success
Sphaeropthalma,GBIF,4669499,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Hymenoptera,NA,NA,NA,Mutillidae,NA,NA,NA,Sphaeropthalma,NA,NA,NA,NA,NA,2025-11-16T23:33:36Z,success
Sphecidae,ITIS,154310,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Apoidea,Sphecidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:50Z,success
Sphecomyiella valida,ITIS,142601,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Pyrgotidae,NA,NA,NA,Sphecomyiella,NA,Sphecomyiella valida,NA,NA,NA,2025-11-16T23:30:51Z,success
